2020-05-18/16:35:51		 ApsFailure_10051992_120210.csv: File loaded successfully!!
2020-05-18/16:43:36		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:36		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:36		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:36		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:36		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:36		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:36		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:36		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:36		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:36		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:36		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:36		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:36		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:37		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:38		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:39		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:40		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:41		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:42		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:43		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:44		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:45		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:46		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:47		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:48		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:49		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:49		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:49		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:49		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:49		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:49		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:49		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:49		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:49		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:49		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:49		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:49		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:49		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:49		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:49		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:49		 ApsFailure_10051998_120216.csv: File loaded successfully!!
2020-05-18/16:43:49		 ApsFailure_10051998_120216.csv: File loaded successfully!!
