class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,18,0,32,20,0,0,0,0,0,0,0,0,0,0,0,0,2548,0,0,0,0,0,5236,3324,8064,1134,0,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13308,0,0,0,0,2548,136,6006,2050,na,na,na,na,na,na,na,na,8020,17.47,13308,13308,360,0,0,1280,13260,0,1209600,330,0,6,0,2891.52,0,3377.28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13308,0,0,0,0,0,0,0,0,0,0,0,42,122,2666,120,0,30,0,0,3324,68,74,0,0,0,0,0,0,0,0,96,0,0,0,0,68,22,920,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,100,na,na,na,0,0,0,0,0,0,128,4622,8004,0,0,0,4658,0,44,na,0,0,21454,18740,4202,586,0,0,0,0,0,0,0,0,0,0,0,0,6768,4656,1330,0,1388,64,316,116,174,10696,0,0,0,0,8926,2454,484,228,148,78,436,0,0,0,25686,0,8,0,6,4658,306,1634,2494,0,0,0,0,0,0,0,0,3940,99.96,25686,25686,na,42,796,na,25400,na,1209600,0,na,na,na,8428.8,0,2958.72,na,na,0,0,0,2866,9532,356,0,0,0,0,na,0,25686,na,1330,20,30,182,614,2562,6964,1050,2,0,na,na,na,na,na,na,na,na,na,76,40,na,na,na,na,na,na,na,na,230,132,24,0,0,372,76,30100,6414,0,0,0,0,na,na,na,4758,3918,908,400,1198,1376,196,0,0,0,0,0
neg,78646,na,2130706432,304,0,0,0,0,0,0,232236,3553334,1829874,191886,14882,442,2213184,9620,0,0,1510,3822,4932818,4055532,1642170,747826,0,0,0,0,872,504,0,0,0,0,0,147406,2269050,2617314,788884,0,5272,652,1376,233152,3515784,2056560,9858,0,0,0,1799592,1413262,542784,418608,341512,298556,361032,623984,23324,0,6577582,110,1870,652,134,2213184,61708,1001378,632778,226640,250280,274500,314440,431600,na,na,na,131360,78645.75,6577582,6577582,6536876,39950,284,43164,516720,5822654,1209600,193282,2,278,0,5086355.52,0,730211.52,0,0,0,0,15062,958308,2790158,1800302,226148,25994,6300,382,0,14,6577582,na,10378,1268,75684,360404,212450,3490640,1620054,51596,180,0,432,1666,5170448,75628,0,5140,0,20,5181948,4266,952,0,0,0,0,0,0,0,0,41476,53074,31012,0,0,80106,18276,22625440,2263486,0,0,0,0,1354110,2523.52,2742,766330,1288794,1222110,590934,904912,568268,281894,117234,82028,150,0,0
neg,29534,na,1068,968,0,0,0,0,0,0,1794,306128,1400538,256412,28572,3320,910660,0,0,0,0,0,1739686,1411808,504222,273488,0,0,2394,0,2310,372,0,0,0,0,0,139408,1351984,375754,129618,0,2798,796,3882,26012,1433240,492262,37726,44,0,4,640050,431526,129244,95878,73986,69224,162130,371324,23402,0,2244440,90,1736,3150,22,910660,31494,313936,187502,316160,na,na,na,na,na,na,na,182340,29534.76,2244440,2244440,2236038,16850,3722,99416,1028400,1996764,1209600,82016,0,74,0,1726999.68,0,266485.44,0,0,0,0,184,40464,520000,1238042,185526,9740,2552,256,196,308,2244440,na,3676,486,1862,82188,97538,1324430,445694,40556,332,2,1252,1038,1721220,265802,108,4882,0,74,1761270,1776,208,0,0,0,0,0,0,0,0,18296,16078,4794,0,0,65658,10260,125020,25486,2149012,746,0,0,0,1655.58,1298,280628,508702,335454,164606,577132,128904,436,68,654,180,0,0
neg,2968,na,438,384,0,0,0,0,0,0,1730,40670,86628,51798,590,0,79748,0,0,0,0,0,161560,137768,50840,15568,0,0,0,0,668,196,0,0,0,0,0,0,69620,111796,0,0,6264,364,1394,1124,56826,115152,292,0,0,0,73440,66518,24490,9582,3424,1574,1620,768,0,0,212466,42,48,108,4,79748,2284,25414,25230,na,na,na,na,na,na,na,na,50100,2967.65,212466,212466,210588,696,1498,20630,211580,181416,1209600,6202,0,22,0,149164.8,0,32012.16,0,0,0,0,6,19636,70704,69092,19964,1764,250,0,24,52,212466,na,520,72,3690,7952,9734,60928,94394,3988,138,0,740,536,104670,5634,0,110,0,0,151936,300,96,0,0,0,0,0,0,0,0,1264,406,182,0,0,5870,1238,102480,11658,0,0,0,0,0,170.12,178,34600,31474,9958,3864,8874,12216,15218,18946,40160,6106,0,0
neg,38896,na,2130706432,572,0,0,0,0,0,0,4892,837242,1361882,148342,2178,0,1024546,0,0,0,0,0,2154226,1878094,386474,211882,0,0,0,0,534,122,0,0,0,0,0,5598,510302,1838632,4,0,1962,672,886,8950,1749174,592768,124,0,0,0,713272,622116,190422,143968,133838,272870,278050,0,0,0,2541488,26,260,148,32,1024546,25412,191904,193374,174040,191120,na,na,na,na,na,na,14600,38895.94,2541488,2541488,2536868,15533,860,6700,113940,2354536,1209600,77082,2,112,0,2005461.12,0,347012.16,0,0,0,0,0,200178,1132234,876230,125120,14608,5262,904,1976,3406,2541488,na,5214,622,54594,172864,88438,760214,1228342,44028,220,0,1208,302,2041710,39166,0,1294,0,44,2042504,2368,400,0,0,0,0,0,0,0,0,15756,44180,17536,0,0,65524,13610,2677460,273090,2365748,2568,0,0,0,1236.86,1442,366804,382388,209070,107806,226188,224900,184390,145028,439312,68650,0,0
neg,11650,na,2130706432,na,0,0,0,0,0,15346,41328,242944,351312,21504,0,0,280830,0,0,0,6020,7734,635356,605022,87310,26028,0,0,0,0,752,184,28530,12196,9270,11744,6070,68966,167160,185012,183486,0,348,92,96,154,11178,643276,17288,2,0,0,181906,320814,119166,33914,13528,2756,294,56,0,0,728790,4,628,140,0,280830,4900,50626,36548,na,na,na,na,na,na,na,na,86240,11649.86,728790,728790,718236,2499,84438,72238,727620,672434,1209600,0,na,na,na,617906.88,0,53998.08,0,0,0,0,21264,87800,414780,141310,5568,1476,236,0,na,16,728790,na,706,98,5000,85120,24208,294844,258682,3714,60,2,na,na,na,na,na,na,na,na,na,366,56,0,0,0,0,0,0,0,0,2312,1996,1084,208286,48820,10924,1952,14093040,1450304,8154,2148,0,0,10649870,219.1,244,58120,53248,61120,54322,213552,205866,19112,4010,3084,0,0,0
neg,38500,na,860,704,0,0,0,0,0,110,68812,689248,1421696,660166,12686,0,1183564,0,0,0,1570,2720,2450666,2047054,566526,341150,0,0,0,0,700,864,0,0,0,0,0,57130,753118,1870544,171926,0,4372,6796,12770,241518,1988394,598282,586,0,0,0,1282764,617918,293050,211082,203836,193438,50620,10,0,0,3019484,0,36,164,126,1183564,47024,257732,306710,225200,230340,na,na,na,na,na,na,103760,38499.98,3019484,3019484,3009418,14255,28232,54724,591800,2852718,1209600,96938,0,78,0,2360736.96,0,488793.6,0,0,0,0,14936,257054,936040,998604,585840,55776,4054,414,0,8,3019484,na,5084,596,27296,320884,135338,1381764,941304,40126,326,0,728,1422,1528764,6376,0,80,0,38,2401370,2886,1466,0,0,0,0,0,0,0,0,23234,30802,8042,0,0,115606,27096,3139560,377298,0,0,0,0,933380,1471.5,1610,528768,518060,376430,213642,512096,374868,258714,63778,6354,8,0,0
neg,14,2,8,8,0,0,0,0,0,0,10,2398,2782,0,0,0,1470,0,0,0,0,0,4400,2104,6618,518,0,0,0,0,16,14,0,0,0,0,0,0,0,2846,2344,0,74,10,32,260,760,1058,2996,0,0,0,3926,350,102,54,50,24,30,358,106,190,11036,4,6,6,0,1470,138,4344,2230,na,na,na,na,na,na,na,na,6440,13.36,11036,11036,13866,22,0,988,10880,5240,1209600,288,2,2,0,2189.76,0,2293.44,0,26,0,0,0,1526,2656,504,504,0,0,0,0,6,11036,0,978,12,22,96,208,564,2848,442,20,0,4,24,1846,118,0,2,0,0,2646,54,62,0,0,0,74,0,0,0,0,154,0,0,0,0,88,22,11080,1138,0,4,0,0,0,83.46,50,3092,1700,244,92,42,14,6,0,0,0,0,0
neg,39200,na,1322,1176,0,0,0,0,0,0,202,251224,1954384,812320,57532,7910,1315270,0,0,0,0,0,2640506,2189688,638846,398862,0,0,4902,0,1010,370,0,0,0,0,0,289628,1280300,612976,900668,0,4804,3068,3858,87382,2483056,501284,120,0,0,0,1056070,744444,233096,169712,142372,134438,260098,343338,4,0,3280038,352,496,1084,8,1315270,41126,311296,326196,226240,234540,na,na,na,na,na,na,171620,39200.83,3280038,3280038,3279830,21624,69896,81594,854280,3083572,1209600,102946,4,56,0,2639379.84,12863.04,427961.28,0,0,0,0,0,17602,594666,1741266,683414,38488,7536,600,194,208,3280038,na,4856,514,1580,176734,299784,1759518,817256,22976,354,0,1384,1176,1153256,383464,0,870,0,22,2671414,2754,100,0,0,850,13696,0,0,0,0,23592,34674,6998,0,0,108350,16782,4198460,769650,2916826,2232,0,0,1092600,1105.9,1328,468270,803920,499068,242100,480076,546878,43096,156,8,0,0,0
neg,24250,na,300,260,0,0,0,0,0,30526,292802,842674,469636,45854,470,0,727468,0,0,0,21190,27884,1583110,1454880,240396,112766,0,0,0,0,304,148,0,0,0,0,0,55968,541650,428234,656110,0,1640,1032,1360,11498,551748,1104448,10236,0,0,0,572422,407702,231078,160700,90972,65056,109012,45020,0,0,1845042,2104,2554,710,2,727468,17810,157470,82482,181440,na,na,na,na,na,na,na,55920,24250.84,1845042,1845042,1846010,9306,2762,61670,631600,1681962,1209600,38916,0,30,0,1348084.8,0,332717.76,0,0,0,2310,161130,571838,640330,278968,23822,2758,802,4,30,46,1845042,na,2322,312,47730,78412,49138,1033080,439780,30754,434,0,430,326,1338976,559320,0,450,0,38,1362012,908,118,0,0,0,0,0,0,0,0,9616,9040,2584,0,0,43418,6010,24860,7328,0,0,0,0,736950,761.34,770,345646,214796,151126,81224,215306,486972,184720,2130,0,42,0,0
neg,272750,na,na,na,0,0,0,0,17214,1054242,6222866,8233810,3668130,667700,77220,2858,10900590,6232,0,na,316494,454618,17508428,16127584,3028700,1502446,2,0,0,0,3336,1232,0,0,0,0,3232,269368,838264,7318044,11515132,0,14596,13184,21070,47142,1737642,18110352,54,0,0,0,4980254,6033388,3259298,1838008,1007562,715078,1068104,1042348,0,0,20853822,634,1926,4798,0,10900590,273600,1279928,1740690,181400,183820,162680,171880,169600,183960,165160,149120,35180,272749.67,20853822,20853822,na,133963,13816,na,273780,na,1209600,383766,na,na,na,12583163.52,0,7351987.2,na,na,0,123734,2557728,8174058,6141792,2542300,374790,26050,3452,136,na,4516,20853822,na,9620,1740,1697976,1560836,2996320,13601826,75722,0,0,0,1238,5848,14214402,5982334,262,150046,0,0,14587200,8896,224,na,na,na,na,na,na,na,na,121932,46120,12470,558079094,3337362,381420,89454,137900,134726,20338974,116134,0,0,na,na,na,7404250,1131184,930990,437820,726856,647808,873842,7216400,574818,72,0,0
neg,41060,na,0,na,0,0,0,0,0,0,700,1063404,2623558,570828,21794,0,1818768,0,0,0,0,0,3805664,3382072,586634,376520,0,0,0,0,0,0,0,0,0,0,0,0,105290,107280,4067714,0,1914,396,468,2930,2284252,1990188,134,2,0,0,1733350,1338944,482070,324932,198524,125850,76614,0,0,0,4392888,0,72,356,0,1818768,69602,215710,369346,155400,171400,149420,na,na,na,na,na,103860,41059.12,4392888,4392888,4409146,16801,106232,73150,756820,4280284,1209600,0,na,na,na,3083470.08,36623.04,1156287.36,0,0,0,0,0,166730,1736844,1957702,398260,14716,5848,184,na,0,4392888,na,4360,638,4908,974124,539124,2103130,646916,6904,180,0,na,na,na,na,na,na,na,na,na,5044,262,0,0,190,36630,0,0,0,0,26126,0,0,0,0,0,0,0,0,0,0,0,0,1075230,1298.34,1432,1224658,1410934,438744,145910,253008,222160,219632,190438,174122,678,0,0
neg,20,0,32,26,0,0,0,0,0,0,6,4364,2028,0,0,0,2738,0,0,0,0,0,11402,9528,4402,246,0,0,0,0,6,30,0,0,0,0,0,0,0,1348,5050,0,48,0,186,722,16,3444,1982,0,0,0,4806,390,140,130,112,94,374,132,106,114,15818,0,6,0,0,2738,156,3190,1196,na,na,na,na,na,na,na,na,4240,19.57,15818,15818,16276,27,0,1474,15600,6442,1209600,364,2,4,0,2805.12,0,2720.64,2,6,0,0,0,3878,1400,620,500,0,0,0,6,6,15818,0,946,4,12,14,104,876,3480,940,22,0,72,76,2972,198,0,0,0,0,2978,34,76,0,0,0,0,0,0,0,0,154,0,0,0,0,42,22,6220,614,0,14,0,0,0,0.66,38,3786,2050,138,38,142,98,100,46,0,0,0,0
neg,28800,na,1656,1494,0,0,0,0,0,0,38428,728232,1909440,631020,48182,3200,1455958,0,0,0,0,0,2847070,2345158,840992,424738,0,0,14600,0,6544,954,0,0,0,0,0,85076,825744,808314,1639368,0,2762,1102,1590,68332,1788422,1494944,1350,0,0,0,1804976,640356,167652,114110,82778,68588,132026,347450,566,0,3688866,118,204,1418,40,1455958,47842,333020,502608,250840,282600,291560,na,na,na,na,na,7940,28800.81,3688866,3688866,3666698,17381,12566,118926,51460,3358502,1209600,109302,0,182,0,2092018.56,0,1244831.04,0,0,0,0,1066,152090,1180600,1714800,289278,17122,3282,264,3068,3108,3688866,na,5874,736,73386,732486,353150,1531300,623644,37570,356,0,2228,2938,1781708,189514,0,706,0,42,2178978,3570,76,0,0,0,0,0,0,0,0,23822,14642,3870,0,0,76414,15528,858940,157546,2913934,648,0,0,0,1881,1766,1302438,782138,285490,146594,329208,302876,154418,38298,16562,480,0,0
neg,16,0,0,0,0,0,0,0,0,0,3894,1766,2970,0,0,0,2718,0,70,0,278,562,16326,14798,8788,268,0,0,0,0,10,2,0,0,0,0,0,0,0,2206,6424,0,2194,6,6,14,14,6396,0,0,0,0,6290,438,112,526,928,154,168,14,0,0,25414,2,0,0,0,2718,178,6794,1974,na,na,na,na,na,na,na,na,8580,15.36,25414,25414,27474,44,0,2458,25240,8680,1209600,308,0,0,0,2642.88,16.32,3921.6,2,24,0,0,3084,1924,3404,210,8,0,0,0,2,8,25414,0,2150,16,20,14,270,1830,3844,464,22,0,0,2,2374,100,0,0,0,0,2956,54,80,0,0,0,18,0,0,0,0,158,0,0,0,0,68,24,80,8,0,0,0,0,0,102.36,58,6162,2168,114,20,36,36,34,60,0,0,0,0
neg,12,na,8,4,0,0,0,0,0,0,3448,830,2882,0,0,0,2080,0,0,0,354,940,14988,12566,26412,280,0,0,0,0,2,32,0,0,0,0,0,0,0,0,7160,0,86,52,42,68,2450,4462,0,0,0,0,5338,306,274,72,36,16,590,486,42,0,41782,0,6,0,0,2080,172,24122,2116,na,na,na,na,na,na,na,na,26100,12.62,41782,41782,43604,39,0,4000,41480,7160,1209600,312,2,6,0,1973.76,14.4,3201.6,0,14,0,0,1662,2926,1298,1274,0,0,0,0,8,14,41782,na,1968,12,20,22,586,3748,804,0,0,0,6,256,1546,192,0,0,0,0,2262,40,106,0,0,0,14,0,0,0,0,222,0,0,0,0,64,14,14540,2560,1404,10,0,0,0,55.6,58,5436,1400,36,14,102,82,40,50,0,0,0,0
neg,43354,na,248,234,0,0,0,0,0,0,82,47670,1934020,924714,61938,3514,1273616,0,0,0,0,0,2687576,2360166,427526,264352,0,0,0,0,292,82,0,0,0,0,0,68260,1176932,723994,1002752,0,1440,358,596,43576,2248460,677492,16,0,0,0,898488,834880,264472,204736,174456,148980,211528,234398,0,0,3115616,20,816,292,6,1273616,36366,222912,203094,170980,185040,na,na,na,na,na,na,67220,43354.47,3115616,3115616,3107164,19641,368,43762,691440,2971938,1209600,88304,2,118,0,2511813.12,0,239176.32,0,0,0,0,80,16024,551456,1890588,490706,19808,3164,112,56,66,3115616,na,3036,372,1832,230994,234526,2167164,327998,5992,24,0,354,262,2508768,77662,0,17282,0,30,2544516,1902,290,0,0,0,0,0,0,0,0,17960,38602,15880,0,0,90792,16958,7055580,708690,1331200,1476,0,0,4361430,971.94,978,256832,715614,390202,215498,427740,427992,402194,130444,5422,0,0,0
neg,9354,na,2130706464,866,0,0,454,34244,209122,58730,28268,307034,1926072,830124,2082,0,1577654,0,0,0,0,0,3028206,2539436,700532,428182,0,0,0,0,754,204,0,0,0,0,0,0,3396130,0,0,0,4706,680,1478,8094,1959534,1421322,316,0,0,0,2022502,655140,152740,175910,220306,122118,36896,10502,16,0,3729320,56,48,164,0,1577654,45300,247760,450182,241920,227440,211880,na,na,na,na,na,13740,9354.79,3729320,3729320,3764456,12172,556,6908,93860,3396130,1209600,193516,0,194,0,1935654.72,123471.36,1333998.72,6,952,0,0,0,34302,505720,1899428,917334,35374,3794,178,0,96,3729320,na,5148,908,429884,851774,175768,1107460,760752,63730,704,2,1222,456,28802,54,0,99328,0,0,1838632,12092,204,0,0,130,123676,0,0,0,0,24324,12,6,0,0,13218,1586,44487400,4456268,2010802,2888,0,0,0,1850.24,1836,1549810,1826504,14882,3536,836,488,68,6,0,0,0,0
neg,63154,na,0,na,0,0,0,0,0,0,2344,385306,2772094,935284,8942,0,2009118,0,140,0,0,0,3594744,3184802,735694,342912,0,0,0,0,0,0,0,0,0,0,0,4668,1252544,2698468,148290,0,7496,9218,16200,27012,1991290,2052740,8,6,0,0,1710532,629444,307720,245676,206296,203690,327690,404922,66334,1666,4331168,596,956,376,244,2009118,54016,330908,398348,189580,184220,262340,na,na,na,na,na,90540,63153.35,4331168,4331168,4280760,26911,301302,64818,694440,4103970,1209600,0,na,na,na,3422568.96,0,675813.12,0,0,0,0,0,100452,1667116,2021124,290156,22068,3036,18,na,0,4331168,na,3140,686,231922,350352,387970,2913218,213486,3196,0,0,na,na,na,na,na,na,na,na,na,2710,146,0,0,0,0,0,0,0,0,27300,43616,7910,0,0,145204,26916,5886260,855502,0,0,0,0,9501710,1448.04,1632,704200,677714,480984,231476,440340,356764,330430,264848,587310,29904,0,0
neg,327778,na,na,na,na,na,0,0,0,0,120454,8976852,24888892,17151602,2012526,20856,20544954,334522,318,na,0,0,33607964,22084364,22747532,11167396,na,0,30196,0,na,na,0,0,0,0,0,64940,34987604,18085810,32828,0,97824,41084,72718,13669608,30824416,8462350,3160,4,0,18,21693324,11004602,4000730,2964114,2570338,2535500,2676142,3032792,2256348,437292,56366044,na,na,na,na,20544954,1156464,8272660,14406248,700680,473720,496080,467580,460100,478940,489820,459600,330780,327777.48,56366044,56366044,56345946,277987,na,na,584720,53171182,1209600,na,na,na,na,37431275.52,0,15687401.28,na,na,0,0,1170,1011914,11530502,24688906,14098444,1680772,153488,5986,na,na,56366044,na,75704,21656,5133816,10135900,15455212,21163724,1163984,21180,6,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,825314,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,15967418,25787210,8449684,1079584,1342134,425814,82080,23226,13972,60,na,na
neg,30726,na,1048,na,0,0,0,0,0,0,3154,81750,1331700,646286,8850,86,1140834,0,48,0,0,0,1674122,1275488,540290,339332,0,0,0,0,1924,188,0,0,0,0,0,460,168878,451520,1450968,0,3356,566,792,106714,1296266,664132,0,0,0,0,726160,483170,299026,209342,147800,88250,59030,44170,13066,1812,2214970,36,54,624,32,1140834,46166,196112,338258,269720,1310700,1310700,1310700,1310700,1310700,1310700,1310700,263220,30725.93,2214970,2214970,2147602,12083,416,94966,998720,2071826,1209600,61404,na,na,na,1834776.96,0,247287.36,na,na,0,0,0,43910,435084,1265384,309964,14462,2908,114,na,16,2214970,na,3526,356,5188,121520,68180,1621974,236834,14234,14,0,1352,1724,1666594,115362,0,614,0,128,1675568,1642,134,0,0,0,0,0,0,0,0,30090,20166,4216,0,0,30174,12920,2680,988,280840,834,0,0,4815020,na,na,250660,351410,278332,165208,549052,430946,40588,4134,1478,18,0,0
neg,134516,na,0,na,0,0,0,0,0,0,55726,3501648,5756878,1094266,28164,412,4944592,0,0,0,0,0,8747020,7308772,2566598,1121862,0,0,0,0,0,0,0,0,0,0,0,586024,6965698,2885308,64,0,8182,2636,4272,8232,3236818,7175666,1286,2,0,0,5080100,1033040,575690,444584,405982,533982,981906,1163458,214278,4074,11316574,56,148,502,222,4944592,165466,1194756,1364230,326860,275680,276140,245920,271380,286960,226660,274180,90540,134515.17,11316574,11316574,11081384,70697,812314,17966,399760,10437094,1209600,0,na,na,na,8792476.8,0,1631455.68,0,0,0,0,420,701024,4599320,4298978,742732,80912,13584,124,na,0,11316574,na,12266,2244,484192,1033234,974216,7054400,866226,10304,12,0,na,na,na,na,na,na,na,na,na,12004,332,0,0,0,0,0,0,0,0,98164,210864,31654,0,0,460984,56968,16859180,2140940,0,0,0,0,24808180,4514.78,6432,1709192,3010044,1422004,620300,1136828,912966,677756,409904,529068,9032,0,0
neg,42734,0,126,na,0,0,0,0,0,0,201878,3060334,2138904,446620,16212,0,2379154,0,0,0,5476,8422,5102220,4454756,932874,595794,0,0,0,0,232,618,0,0,0,0,0,0,9150,501032,5353766,0,4432,478,620,678,18802,227302,5611636,0,0,0,3518318,1321850,431874,194650,124674,89884,54798,41524,46630,39746,6041172,504,382,11236,8,2379154,96066,241286,689932,176180,187180,186360,201340,na,na,na,na,174520,42734.25,6041172,6041172,6008104,12204,45164,116066,1194440,5866882,1209600,0,na,na,na,3468537.6,1252775.04,1134361.92,0,310,0,0,31882,473046,2129480,2221204,867100,132222,8228,786,na,76,6041172,0,6614,924,217644,2348020,987034,2039828,261310,2574,0,0,na,na,na,na,na,na,na,na,na,18202,292,0,0,86920,1318666,0,0,0,0,34410,0,0,0,0,0,0,0,0,0,0,0,0,3055090,2731.2,1774,2499286,1364312,687910,445306,549404,148350,141534,26798,1048,0,0,0
neg,12,na,40,22,0,0,na,na,na,na,na,na,na,na,na,na,1998,0,74,0,0,0,4634,2462,16226,360,0,0,0,0,30,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,20872,0,0,0,0,1998,148,14512,1694,na,na,na,na,na,na,na,na,16060,12.54,20872,20872,21752,16,0,1966,20640,4462,1209600,300,0,4,0,1722.24,0,1826.88,0,18,na,na,na,na,na,na,na,na,na,na,6,10,20872,na,na,na,na,na,na,na,na,na,na,na,46,14,1650,0,0,0,0,0,1976,48,24,0,0,0,0,0,0,0,0,160,0,0,1616,590,74,24,40,4,1094,16,0,0,0,118.44,44,na,na,na,na,na,na,na,na,na,na,0,0
neg,26,na,30,24,0,0,0,0,0,0,2460,6602,3436,0,0,0,4770,0,0,0,142,356,10748,6768,12868,1120,0,0,0,0,12,38,0,0,0,0,0,0,0,432,12066,0,1068,24,24,38,34,11306,4,0,0,0,10940,740,76,138,24,12,92,318,136,22,23812,0,0,4,0,4770,340,7990,4820,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,12600,25.65,23812,23812,23814,36,74,2162,23500,12498,1209600,596,0,8,0,5424,0,5998.08,na,na,0,0,1236,6884,3708,670,0,0,0,0,0,4,23812,na,1088,10,32,394,444,9838,692,0,0,0,30,106,3780,92,0,2,0,0,6246,134,58,0,0,0,4,0,0,0,0,296,0,0,3608,608,258,46,7240,940,16878,28,0,0,0,na,na,7368,4586,434,80,26,4,0,0,0,0,0,0
neg,986,na,54,48,0,0,0,0,0,0,35968,18240,1628,0,0,0,25192,0,0,0,0,0,59340,55916,11076,1818,0,0,0,0,20,184,0,0,0,0,0,0,0,19986,35850,0,64,2,16,36,18142,37576,0,0,0,0,9370,39576,5350,822,162,84,362,110,0,0,70426,46,112,156,0,25192,382,8612,2420,na,na,na,na,na,na,na,na,10860,986.88,70426,70426,71730,179,0,6936,70200,55836,1209600,1196,2,2,0,49648.32,19.2,5184,0,10,0,0,16132,37084,1322,944,354,0,0,0,0,4,70426,na,1026,16,38,1732,180,15652,36162,1014,16,0,70,366,49714,25664,0,4,0,0,50072,48,68,0,0,10,24,0,0,0,0,244,174,36,0,0,918,162,310240,31082,0,12,0,0,0,45.48,46,6462,4418,5252,4614,9300,3086,9432,13272,0,0,0,0
neg,31534,na,464,360,0,0,0,0,0,0,1330,133572,1586188,589828,35458,4284,1241484,0,0,0,0,0,1940008,1575486,519788,320102,0,0,1180,0,1888,330,0,0,0,0,0,55224,740042,1442724,112670,0,2594,1326,1546,135702,1940022,269468,2,0,0,0,820702,556046,212460,140312,103742,93756,125954,296820,868,0,2460210,200,504,756,0,1241484,46016,228004,288984,230700,277020,na,na,na,na,na,na,7080,31533.91,2460210,2460210,2468908,16275,2772,640,35360,2350660,1209600,68096,0,68,0,2010414.72,0,338236.8,0,0,0,0,0,36242,547348,1361710,379702,21616,3834,208,464,484,2460210,na,3768,438,40444,143604,122828,1430380,595328,13782,88,0,628,958,1878242,205182,18,408,0,0,2029274,1754,340,0,0,0,0,0,0,0,0,27866,17826,3342,0,0,65260,11614,375380,64654,22568,6970,0,0,3172780,1194.68,1144,352916,514888,384758,208836,446878,301518,76188,33100,28016,3562,0,0
neg,119786,na,2130706432,424,0,0,0,0,0,0,12330,1340610,4418618,1328560,43198,56,3363874,0,0,0,0,0,6712292,6177970,650518,457776,0,0,0,0,470,96,0,0,0,0,0,201246,3874262,2711372,356492,0,1928,476,778,1140,39270,7093606,6174,0,0,0,2070392,1507586,914966,868740,782288,594964,403508,928,0,0,7363396,0,32,94,32,3363874,66056,375238,274068,92240,98700,92420,118200,105620,129580,na,na,6220,119785.83,7363396,7363396,7376308,36866,27746,5950,96780,7143372,1209600,204628,2,90,0,6227846.4,0,911513.28,0,836,0,0,0,137558,2096006,3390804,1398840,103568,15396,1200,0,4,7363396,na,6084,800,67184,728250,582650,5111612,645270,1522,0,0,610,196,5962450,13456,0,75058,0,20,6274670,3430,196,0,0,0,0,0,0,0,0,37008,63156,32742,0,0,155706,34490,17219920,1830644,0,0,0,0,696290,1438.5,1666,947596,1170326,809442,341296,667224,583544,630296,576786,1328832,88030,0,0
